runId,queryId, score
stem,1,0.0
stem,2,0.0
stem,3,0.0
stem,4,0.16666666666666666
stem,5,0.0
stem,6,0.0
stem,7,0.0
stem,8,0
stem,9,0
stem,10,0
stem,11,0
stem,12,0
stem,13,0
stem,14,0
stem,15,0
stem,16,0
stem,17,0
stem,18,0
stem,19,0
stem,20,0
stem,21,0
stem,22,0
stem,23,0
stem,24,0
stem,25,0
stem,26,0
stem,27,0
stem,28,0
stem,29,0
stem,30,0
stem,31,0
stem,32,0
stem,33,0
stem,34,0
stem,35,0
stem,36,0
stem,37,0
stem,38,0
stem,39,0
stem,40,0
stem,41,0
stem,42,0
stem,43,0
stem,44,0
stem,45,0
stem,46,0
stem,47,0
stem,48,0
stem,49,0
stem,50,0
stem,51,0
stem,52,0
stem,53,0
stem,54,0
stem,55,0
stem,56,0
stem,57,0
stem,58,0
stem,59,0
stem,60,0
stem,61,0
stem,62,0
stem,63,0
stem,64,0
lucene_expansion_stopping,1,0.3333333333333333
lucene_expansion_stopping,2,0.0
lucene_expansion_stopping,3,0.0
lucene_expansion_stopping,4,0.16666666666666666
lucene_expansion_stopping,5,0.3333333333333333
lucene_expansion_stopping,6,0.16666666666666666
lucene_expansion_stopping,7,0.5
lucene_expansion_stopping,8,0.16666666666666666
lucene_expansion_stopping,9,0.16666666666666666
lucene_expansion_stopping,10,0.6666666666666666
lucene_expansion_stopping,11,0.3333333333333333
lucene_expansion_stopping,12,0.3333333333333333
lucene_expansion_stopping,13,0.3333333333333333
lucene_expansion_stopping,14,0.0
lucene_expansion_stopping,15,0.16666666666666666
lucene_expansion_stopping,16,0.3333333333333333
lucene_expansion_stopping,17,0.16666666666666666
lucene_expansion_stopping,18,0.16666666666666666
lucene_expansion_stopping,19,0.3333333333333333
lucene_expansion_stopping,20,0.3333333333333333
lucene_expansion_stopping,21,0.3333333333333333
lucene_expansion_stopping,22,0.8333333333333334
lucene_expansion_stopping,23,0.3333333333333333
lucene_expansion_stopping,24,0.16666666666666666
lucene_expansion_stopping,25,0.3333333333333333
lucene_expansion_stopping,26,0.0
lucene_expansion_stopping,27,0.5
lucene_expansion_stopping,28,0.6666666666666666
lucene_expansion_stopping,29,0.3333333333333333
lucene_expansion_stopping,30,0.0
lucene_expansion_stopping,31,0.16666666666666666
lucene_expansion_stopping,32,0.16666666666666666
lucene_expansion_stopping,33,0.0
lucene_expansion_stopping,34,0
lucene_expansion_stopping,35,0
lucene_expansion_stopping,36,0.16666666666666666
lucene_expansion_stopping,37,0.16666666666666666
lucene_expansion_stopping,38,0.3333333333333333
lucene_expansion_stopping,39,0.5
lucene_expansion_stopping,40,0.16666666666666666
lucene_expansion_stopping,41,0
lucene_expansion_stopping,42,0.3333333333333333
lucene_expansion_stopping,43,0.0
lucene_expansion_stopping,44,0.3333333333333333
lucene_expansion_stopping,45,0.16666666666666666
lucene_expansion_stopping,46,0
lucene_expansion_stopping,47,0
lucene_expansion_stopping,48,0.16666666666666666
lucene_expansion_stopping,49,0.16666666666666666
lucene_expansion_stopping,50,0
lucene_expansion_stopping,51,0
lucene_expansion_stopping,52,0
lucene_expansion_stopping,53,0
lucene_expansion_stopping,54,0
lucene_expansion_stopping,55,0
lucene_expansion_stopping,56,0
lucene_expansion_stopping,57,0.16666666666666666
lucene_expansion_stopping,58,0.5
lucene_expansion_stopping,59,0.3333333333333333
lucene_expansion_stopping,60,0.5
lucene_expansion_stopping,61,0.6666666666666666
lucene_expansion_stopping,62,0.0
lucene_expansion_stopping,63,0.6666666666666666
lucene_expansion_stopping,64,0.0
query_time_stemming,1,0.3333333333333333
query_time_stemming,2,0.0
query_time_stemming,3,0.0
query_time_stemming,4,0.0
query_time_stemming,5,0.16666666666666666
query_time_stemming,6,0.0
query_time_stemming,7,0.3333333333333333
query_time_stemming,8,0.16666666666666666
query_time_stemming,9,0.0
query_time_stemming,10,0.6666666666666666
query_time_stemming,11,0.8333333333333334
query_time_stemming,12,0.3333333333333333
query_time_stemming,13,0.16666666666666666
query_time_stemming,14,0.3333333333333333
query_time_stemming,15,0.0
query_time_stemming,16,0.0
query_time_stemming,17,0.0
query_time_stemming,18,0.3333333333333333
query_time_stemming,19,0.0
query_time_stemming,20,0.16666666666666666
query_time_stemming,21,0.0
query_time_stemming,22,0.0
query_time_stemming,23,0.5
query_time_stemming,24,0.16666666666666666
query_time_stemming,25,0.5
query_time_stemming,26,0.0
query_time_stemming,27,0.3333333333333333
query_time_stemming,28,0.3333333333333333
query_time_stemming,29,1.0
query_time_stemming,30,0.0
query_time_stemming,31,0.16666666666666666
query_time_stemming,32,0.16666666666666666
query_time_stemming,33,0.0
query_time_stemming,34,0
query_time_stemming,35,0
query_time_stemming,36,0.0
query_time_stemming,37,0.3333333333333333
query_time_stemming,38,0.16666666666666666
query_time_stemming,39,0.5
query_time_stemming,40,0.6666666666666666
query_time_stemming,41,0
query_time_stemming,42,0.0
query_time_stemming,43,0.16666666666666666
query_time_stemming,44,0.16666666666666666
query_time_stemming,45,0.0
query_time_stemming,46,0
query_time_stemming,47,0
query_time_stemming,48,0.0
query_time_stemming,49,0.0
query_time_stemming,50,0
query_time_stemming,51,0
query_time_stemming,52,0
query_time_stemming,53,0
query_time_stemming,54,0
query_time_stemming,55,0
query_time_stemming,56,0
query_time_stemming,57,0.16666666666666666
query_time_stemming,58,0.16666666666666666
query_time_stemming,59,0.3333333333333333
query_time_stemming,60,0.16666666666666666
query_time_stemming,61,0.16666666666666666
query_time_stemming,62,0.0
query_time_stemming,63,0.16666666666666666
query_time_stemming,64,0.0
BM25,1,0.3333333333333333
BM25,2,0.0
BM25,3,0.0
BM25,4,0.16666666666666666
BM25,5,0.16666666666666666
BM25,6,0.0
BM25,7,0.6666666666666666
BM25,8,0.16666666666666666
BM25,9,0.5
BM25,10,0.6666666666666666
BM25,11,0.5
BM25,12,0.3333333333333333
BM25,13,0.5
BM25,14,0.16666666666666666
BM25,15,0.16666666666666666
BM25,16,0.16666666666666666
BM25,17,0.0
BM25,18,0.3333333333333333
BM25,19,0.16666666666666666
BM25,20,0.3333333333333333
BM25,21,0.0
BM25,22,0.0
BM25,23,0.5
BM25,24,0.16666666666666666
BM25,25,0.3333333333333333
BM25,26,0.16666666666666666
BM25,27,0.6666666666666666
BM25,28,0.3333333333333333
BM25,29,0.8333333333333334
BM25,30,0.0
BM25,31,0.3333333333333333
BM25,32,0.0
BM25,33,0.0
BM25,34,0
BM25,35,0
BM25,36,0.16666666666666666
BM25,37,0.5
BM25,38,0.16666666666666666
BM25,39,0.3333333333333333
BM25,40,0.16666666666666666
BM25,41,0
BM25,42,0.16666666666666666
BM25,43,0.0
BM25,44,0.3333333333333333
BM25,45,0.16666666666666666
BM25,46,0
BM25,47,0
BM25,48,0.0
BM25,49,0.16666666666666666
BM25,50,0
BM25,51,0
BM25,52,0
BM25,53,0
BM25,54,0
BM25,55,0
BM25,56,0
BM25,57,0.16666666666666666
BM25,58,0.6666666666666666
BM25,59,0.5
BM25,60,0.16666666666666666
BM25,61,0.3333333333333333
BM25,62,0.0
BM25,63,0.3333333333333333
BM25,64,0.0
Stopwords,1,0.16666666666666666
Stopwords,2,0.0
Stopwords,3,0.0
Stopwords,4,0.0
Stopwords,5,0.3333333333333333
Stopwords,6,0.16666666666666666
Stopwords,7,0.5
