runId,queryId, score
stem,1,0.0
stem,2,0.047619047619047616
stem,3,0.047619047619047616
stem,4,0.0
stem,5,0.0
stem,6,0.0
stem,7,0.0
stem,8,0
stem,9,0
stem,10,0
stem,11,0
stem,12,0
stem,13,0
stem,14,0
stem,15,0
stem,16,0
stem,17,0
stem,18,0
stem,19,0
stem,20,0
stem,21,0
stem,22,0
stem,23,0
stem,24,0
stem,25,0
stem,26,0
stem,27,0
stem,28,0
stem,29,0
stem,30,0
stem,31,0
stem,32,0
stem,33,0
stem,34,0
stem,35,0
stem,36,0
stem,37,0
stem,38,0
stem,39,0
stem,40,0
stem,41,0
stem,42,0
stem,43,0
stem,44,0
stem,45,0
stem,46,0
stem,47,0
stem,48,0
stem,49,0
stem,50,0
stem,51,0
stem,52,0
stem,53,0
stem,54,0
stem,55,0
stem,56,0
stem,57,0
stem,58,0
stem,59,0
stem,60,0
stem,61,0
stem,62,0
stem,63,0
stem,64,0
lucene_expansion_stopping,1,0.09523809523809523
lucene_expansion_stopping,2,0.0
lucene_expansion_stopping,3,0.0
lucene_expansion_stopping,4,0.047619047619047616
lucene_expansion_stopping,5,0.14285714285714285
lucene_expansion_stopping,6,0.09523809523809523
lucene_expansion_stopping,7,0.47619047619047616
lucene_expansion_stopping,8,0.14285714285714285
lucene_expansion_stopping,9,0.19047619047619047
lucene_expansion_stopping,10,0.47619047619047616
lucene_expansion_stopping,11,0.3333333333333333
lucene_expansion_stopping,12,0.09523809523809523
lucene_expansion_stopping,13,0.2857142857142857
lucene_expansion_stopping,14,0.0
lucene_expansion_stopping,15,0.09523809523809523
lucene_expansion_stopping,16,0.19047619047619047
lucene_expansion_stopping,17,0.2857142857142857
lucene_expansion_stopping,18,0.09523809523809523
lucene_expansion_stopping,19,0.19047619047619047
lucene_expansion_stopping,20,0.14285714285714285
lucene_expansion_stopping,21,0.19047619047619047
lucene_expansion_stopping,22,0.6190476190476191
lucene_expansion_stopping,23,0.14285714285714285
lucene_expansion_stopping,24,0.047619047619047616
lucene_expansion_stopping,25,0.23809523809523808
