Query:any information on packet radio networks  of particular interest arealgorithms for packet routing and for dealing with changes innetwork topography  i am not interested in the hardware used in thenetwork 
28, Q0,CACM-3032,1,40.23761529338822,BIM
28, Q0,CACM-2849,2,30.596167609664846,BIM
28, Q0,CACM-2289,3,24.315619503096585,BIM
28, Q0,CACM-0616,4,23.35035783342578,BIM
28, Q0,CACM-1846,5,22.818226031158886,BIM
28, Q0,CACM-2949,6,22.722591669406885,BIM
28, Q0,CACM-1906,7,21.160439756908875,BIM
28, Q0,CACM-2196,8,20.097927369418137,BIM
28, Q0,CACM-0441,9,19.87212023799906,BIM
28, Q0,CACM-1928,10,19.635474405783782,BIM
28, Q0,CACM-2890,11,19.539663991976745,BIM
28, Q0,CACM-2712,12,18.14181245208525,BIM
28, Q0,CACM-2572,13,18.12331264698935,BIM
28, Q0,CACM-2274,14,17.839277858075814,BIM
28, Q0,CACM-2833,15,17.603546506217874,BIM
28, Q0,CACM-2060,16,17.290058460846275,BIM
28, Q0,CACM-1181,17,17.19240760738767,BIM
28, Q0,CACM-2046,18,17.187914070732212,BIM
28, Q0,CACM-0531,19,17.178080305505894,BIM
28, Q0,CACM-2424,20,16.969493400215867,BIM
28, Q0,CACM-1572,21,16.953456996205155,BIM
28, Q0,CACM-1381,22,16.86722243255822,BIM
28, Q0,CACM-2969,23,16.849222919630463,BIM
28, Q0,CACM-2515,24,16.849222919630463,BIM
28, Q0,CACM-1728,25,16.822195225074175,BIM
28, Q0,CACM-2828,26,16.747312214127014,BIM
28, Q0,CACM-2106,27,16.747312214127014,BIM
28, Q0,CACM-0675,28,16.747312214127014,BIM
28, Q0,CACM-2973,29,16.72856580621147,BIM
28, Q0,CACM-1199,30,16.708458909633034,BIM
28, Q0,CACM-2320,31,16.58728185506547,BIM
28, Q0,CACM-2252,32,16.56116073449134,BIM
28, Q0,CACM-0492,33,16.53640602765695,BIM
28, Q0,CACM-2342,34,16.51942382685118,BIM
28, Q0,CACM-2542,35,16.30959396066799,BIM
28, Q0,CACM-1362,36,16.30959396066799,BIM
28, Q0,CACM-1032,37,16.30959396066799,BIM
28, Q0,CACM-1622,38,16.156580821595433,BIM
28, Q0,CACM-2923,39,16.107123670880753,BIM
28, Q0,CACM-2916,40,16.07951681570394,BIM
28, Q0,CACM-2197,41,16.05431370997379,BIM
28, Q0,CACM-2951,42,15.988424948179635,BIM
28, Q0,CACM-2776,43,15.988424948179635,BIM
28, Q0,CACM-2033,44,15.94985817895806,BIM
28, Q0,CACM-1856,45,15.829313054975689,BIM
28, Q0,CACM-0724,46,15.811278732318712,BIM
28, Q0,CACM-2344,47,15.789827819896516,BIM
28, Q0,CACM-2217,48,15.789827819896516,BIM
28, Q0,CACM-1307,49,15.789827819896516,BIM
28, Q0,CACM-2625,50,15.763089746071593,BIM
28, Q0,CACM-1397,51,15.735556205298234,BIM
28, Q0,CACM-2887,52,15.735294179215884,BIM
28, Q0,CACM-2453,53,15.691368513887507,BIM
28, Q0,CACM-3014,54,15.531338154825963,BIM
28, Q0,CACM-2456,55,15.531338154825963,BIM
28, Q0,CACM-3002,56,15.514684751011316,BIM
28, Q0,CACM-2092,57,15.432759585206446,BIM
28, Q0,CACM-3125,58,15.373565893290344,BIM
28, Q0,CACM-1135,59,15.34062698133058,BIM
28, Q0,CACM-2454,60,15.330714266319976,BIM
28, Q0,CACM-1685,61,15.330714266319976,BIM
28, Q0,CACM-1326,62,15.330714266319976,BIM
28, Q0,CACM-1423,63,15.29469232261068,BIM
28, Q0,CACM-3158,64,15.255839018116703,BIM
28, Q0,CACM-2147,65,15.255839018116703,BIM
28, Q0,CACM-1711,66,15.253650260428483,BIM
28, Q0,CACM-1700,67,15.253650260428483,BIM
28, Q0,CACM-2401,68,15.230992318504747,BIM
28, Q0,CACM-1516,69,15.228803560816527,BIM
28, Q0,CACM-1456,70,15.228803560816527,BIM
28, Q0,CACM-3138,71,15.17160237311603,BIM
28, Q0,CACM-3087,72,15.094068434104695,BIM
28, Q0,CACM-2598,73,15.017004428213202,BIM
28, Q0,CACM-2195,74,14.994918610239841,BIM
28, Q0,CACM-2176,75,14.994918610239841,BIM
28, Q0,CACM-1664,76,14.99152282305008,BIM
28, Q0,CACM-1458,77,14.940384969559211,BIM
28, Q0,CACM-1665,78,14.912993444434973,BIM
28, Q0,CACM-1768,79,14.868432873555427,BIM
28, Q0,CACM-3077,80,14.856974069151658,BIM
28, Q0,CACM-3021,81,14.856974069151658,BIM
28, Q0,CACM-2359,82,14.856974069151658,BIM
28, Q0,CACM-2247,83,14.856974069151658,BIM
28, Q0,CACM-1930,84,14.856974069151658,BIM
28, Q0,CACM-1171,85,14.856974069151658,BIM
28, Q0,CACM-0536,86,14.856974069151658,BIM
28, Q0,CACM-0243,87,14.856974069151658,BIM
28, Q0,CACM-2786,88,14.806006248965573,BIM
28, Q0,CACM-1421,89,14.806006248965573,BIM
28, Q0,CACM-2632,90,14.745999350326063,BIM
28, Q0,CACM-1590,91,14.736428945169287,BIM
28, Q0,CACM-1415,92,14.736428945169287,BIM
